"","target.let","neighbour.let","weights"
"243","Achères","Eaubonne",0.154694320100189
"244","Achères","Saint-Gratien",0.149715168540813
"245","Achères","Courbevoie",0.134658247591393
"246","Achères","Louveciennes",0.132854750933008
"247","Achères","Meulan-en-Yvelines",0.130595962038779
"248","Achères","Bois-Colombes",0.119906932006576
"249","Achères","La Celle-Saint-Cloud",0.0714711839126557
"250","Achères","Suresnes",0.040199574396208
"251","Achères-la-Forêt","Achères-la-Forêt",1
"252","Achères-la-Forêt","Saint-Martin-en-Bière",0.939234798715679
"253","Achères-la-Forêt","Ury",0.901305230786558
"254","Achères-la-Forêt","Boissy-aux-Cailles",0.829598839348304
"255","Achères-la-Forêt","Fleury-en-Bière",0.815228605632282
"256","Achères-la-Forêt","Saint-Germain-sur-École",0.725706487902112
"257","Achères-la-Forêt","La Chapelle-la-Reine",0.702582334590281
"258","Achères-la-Forêt","Amponville",0.657985648235107
"259","Achères-la-Forêt","Boigneville",0.644659018080985
"260","Achères-la-Forêt","Ormesson",0.625544603878716
"261","Achères-la-Forêt","Faÿ-lès-Nemours",0.623296804010292
"262","Achères-la-Forêt","Prunay-sur-Essonne",0.618277322307063
"263","Achères-la-Forêt","Tousson",0.617075647179387
"264","Achères-la-Forêt","Soisy-sur-École",0.599876488510233
"265","Achères-la-Forêt","Moigny-sur-École",0.576657662082723
"266","Achères-la-Forêt","Chevrainvilliers",0.569003338341855
"267","Achères-la-Forêt","Perthes",0.561414538194535
"268","Achères-la-Forêt","Maisse",0.549661918564682
"269","Achères-la-Forêt","Darvault",0.536343885298202
"270","Achères-la-Forêt","Guercheville",0.530109930149935
"271","Achères-la-Forêt","Villiers-en-Bière",0.526976200424314
"272","Achères-la-Forêt","Nonville",0.515714630503162
"273","Achères-la-Forêt","Saint-Sauveur-sur-École",0.507269710071128
"274","Achères-la-Forêt","Courances",0.478790227952593
"275","Achères-la-Forêt","Chailly-en-Bière",0.475932172097474
"276","Achères-la-Forêt","Videlles",0.465058866391829
"277","Achères-la-Forêt","Gironville-sur-Essonne",0.442711601145583
"278","Achères-la-Forêt","Châtenoy",0.440198891620966
"279","Achères-la-Forêt","Garentreville",0.418108711948432
"280","Achères-la-Forêt","Épisy",0.412139943747036
"281","Achères-la-Forêt","Burcy",0.377296768244852
"282","Achères-la-Forêt","Aufferville",0.340301630512214
"283","Achères-la-Forêt","Obsonville",0.328435479871467
"284","Achères-la-Forêt","Fromont",0.318955033334501
"285","Achères-la-Forêt","Rumont",0.316641733192767
"286","Achères-la-Forêt","Bougligny",0.306999969458576
"287","Achères-la-Forêt","La Genevraye",0.305050640167041
"288","Achères-la-Forêt","La Madeleine-sur-Loing",0.277630756254566
"289","Achères-la-Forêt","Mondeville",0.241592691111332
"290","Achères-la-Forêt","Champmotteux",0.240561324020465
"291","Achères-la-Forêt","Ichy",0.226635260113347
"292","Achères-la-Forêt","Guigneville-sur-Essonne",0.19457746370831
"293","Achères-la-Forêt","Héricy",0.167168995107584
"294","Achères-la-Forêt","Arville",0.163539849829867
"295","Achères-la-Forêt","Villemer",0.124179070627727
"296","Achères-la-Forêt","Écuelles",0.111879287014969
"297","Achères-la-Forêt","Auvernaux",0.0937478314755479
"298","Achères-la-Forêt","Champcueil",0.0714493573359746
"299","Achères-la-Forêt","Brouy",0.0520364654791414
"300","Achères-la-Forêt","Gironville",0.0476358147804014
"301","Adainville","Adainville",1
"302","Adainville","Condé-sur-Vesgre",0.98550235365709
"303","Adainville","Gambais",0.966499826526045
"304","Adainville","Mittainville",0.95089718545281
"305","Adainville","La Boissière-École",0.942123353093093
"306","Adainville","Les Bréviaires",0.929274483246954
"307","Adainville","Saint-Hilarion",0.907559717400344
"308","Adainville","Galluis",0.873412241636573
"309","Adainville","Grandchamp",0.860779975032419
"310","Adainville","Les Mesnuls",0.858321134384144
"311","Adainville","Grosrouvre",0.84952720210733
"312","Adainville","Orgerus",0.808978303004631
"313","Adainville","Millemont",0.796135263659058
"314","Adainville","Rambouillet",0.777882416894654
"315","Adainville","Raizeux",0.74203755197525
"316","Adainville","La Hauteville",0.738239817057851
"317","Adainville","Montfort-l'Amaury",0.725324667514474
"318","Adainville","La Queue-les-Yvelines",0.717150546438453
"319","Adainville","Émancé",0.681331017443363
"320","Adainville","Bourdonné",0.664584602020966
"321","Adainville","Gazeran",0.63852396792025
"322","Adainville","Poigny-la-Forêt",0.572518406432079
"323","Adainville","Le Perray-en-Yvelines",0.562319705353498
"324","Adainville","Saint-Rémy-l'Honoré",0.545228970361807
"325","Adainville","Vieille-Église-en-Yvelines",0.541977455999452
"326","Adainville","Hermeray",0.54086739005008
"327","Adainville","Autouillet",0.511926537931819
"328","Adainville","Auffargis",0.509942146986158
"329","Adainville","Saint-Léger-en-Yvelines",0.468723933827382
"330","Adainville","Bazainville",0.401554458623744
"331","Adainville","Le Tartre-Gaudran",0.383888190148176
"332","Adainville","Civry-la-Forêt",0.3674926630639
"333","Adainville","Gambaiseuil",0.365246030277419
"334","Adainville","Lévis-Saint-Nom",0.313375825329343
"335","Adainville","Les Essarts-le-Roi",0.304587502502117
"336","Adainville","Orphin",0.293019262335893
"337","Adainville","Béhoust",0.280025673628423
"338","Adainville","Rosay",0.274824585242477
"339","Adainville","Courgent",0.258700347469164
"340","Adainville","Saint-Martin-des-Champs",0.216773340665439
"341","Adainville","Saulx-Marchais",0.211704799338556
"342","Adainville","Montchauvet",0.197588834032932
"343","Adainville","Clairefontaine-en-Yvelines",0.191883436537806
"344","Adainville","La Celle-les-Bordes",0.154512745741878
"345","Adainville","Dampierre-en-Yvelines",0.13111775629198
"346","Adainville","Senlisse",0.127821324174874
"347","Adainville","Cernay-la-Ville",0.103532695248629
"348","Adainville","Villette",0.0703007376491271
"349","Adainville","Goussonville",0.063981408278831
"350","Adainville","Plaisir",0.0426231587281058
"351","Aigremont","Aigremont",1
"352","Aigremont","Chambourcy",0.98550235365709
"353","Aigremont","L'Étang-la-Ville",0.985116263042482
"354","Aigremont","Fourqueux",0.959059978310282
"355","Aigremont","Saint-Germain-en-Laye",0.930390561167492
"356","Aigremont","Saint-Nom-la-Bretèche",0.917976365091647
"357","Aigremont","Morainvilliers",0.882229821418744
"358","Aigremont","Marly-le-Roi",0.866980721164617
"359","Aigremont","Orgeval",0.859402574303574
"360","Aigremont","Triel-sur-Seine",0.812912185501536
"361","Aigremont","Bailly",0.802073775891249
"362","Aigremont","Feucherolles",0.786511983097034
"363","Aigremont","Herbeville",0.651563163060274
"364","Aigremont","Bazemont",0.63268278500776
"365","Aigremont","Les Clayes-sous-Bois",0.628913835291502
"366","Aigremont","Louveciennes",0.625978077270005
"367","Aigremont","Médan",0.614542759202909
"368","Aigremont","Chanteloup-les-Vignes",0.601103155823556
"369","Aigremont","Vernouillet",0.595052068790785
"370","Aigremont","Bois-d'Arcy",0.588219675875171
"371","Aigremont","Noisy-le-Roi",0.5482731808411
"372","Aigremont","Andrésy",0.52652943552017
"373","Aigremont","Verneuil-sur-Seine",0.491012495532746
"374","Aigremont","Plaisir",0.482253086419753
"375","Aigremont","Ecquevilly",0.455164136657055
"376","Aigremont","Vaux-sur-Seine",0.44317009166073
"377","Aigremont","Le Mesnil-le-Roi",0.427904320495335
"378","Aigremont","La Celle-Saint-Cloud",0.399407366661234
"379","Aigremont","Boisemont",0.367102636657566
"380","Aigremont","Aulnay-sur-Mauldre",0.342097709769989
"381","Aigremont","Beynes",0.304435076643784
"382","Aigremont","Flins-sur-Seine",0.303338515293951
"383","Aigremont","Marnes-la-Coquette",0.259248048095239
"384","Aigremont","Neauphle-le-Château",0.258700347469164
"385","Aigremont","Nézel",0.25789815521151
"386","Aigremont","Jouy-le-Moutier",0.25417789898367
"387","Aigremont","Maurecourt",0.253385515044257
"388","Aigremont","Bouafle",0.250794401843889
"389","Aigremont","Évecquemont",0.241302881348027
"390","Aigremont","Le Chesnay",0.206800988496501
"391","Aigremont","Les Mureaux",0.196282934512095
"392","Aigremont","Menucourt",0.193414832996377
"393","Aigremont","Élancourt",0.167771488912367
"394","Aigremont","Versailles",0.161408197602762
"395","Aigremont","Saulx-Marchais",0.154452292991619
"396","Aigremont","Ville-d'Avray",0.14760113499618
"397","Aigremont","Villiers-Saint-Frédéric",0.118990562226422
"398","Aigremont","Jouars-Pontchartrain",0.0704027651626145
"399","Aigremont","Guyancourt",0.0628006207205138
"400","Aigremont","La Falaise",0.058776896287219
"401","Aincourt","Aincourt",1
"402","Aincourt","Saint-Cyr-en-Arthies",0.997691175032174
"403","Aincourt","Arthies",0.978975661307364
"404","Aincourt","Genainville",0.971140726066437
"405","Aincourt","Fontenay-Saint-Père",0.969904305735907
"406","Aincourt","Brueil-en-Vexin",0.941124944540555
"407","Aincourt","Frémainville",0.886524952661679
"408","Aincourt","Villers-en-Arthies",0.885369477021657
"409","Aincourt","Sailly",0.843923774069034
"410","Aincourt","Jambville",0.842023509255099
"411","Aincourt","Guiry-en-Vexin",0.82679553739228
"412","Aincourt","Maudétour-en-Vexin",0.825470389610916
"413","Aincourt","Chaussy",0.77868195303445
"414","Aincourt","Montalet-le-Bois",0.758834567901234
"415","Aincourt","Chérence",0.75419782404896
"416","Aincourt","Follainville-Dennemont",0.717150546438453
"417","Aincourt","Avernes",0.650137843530485
"418","Aincourt","Lainville-en-Vexin",0.610041204169263
"419","Aincourt","Guitrancourt",0.578002036308073
"420","Aincourt","Omerville",0.53229098277346
"421","Aincourt","Amenucourt",0.51052926399235
"422","Aincourt","Ambleville",0.488641170086783
"423","Aincourt","Gadancourt",0.487732078432854
"424","Aincourt","Hodent",0.486438460350849
"425","Aincourt","Drocourt",0.478858595682126
"426","Aincourt","Moussy",0.44302357731302
"427","Aincourt","Wy-dit-Joli-Village",0.416808869392636
"428","Aincourt","Gommecourt",0.380821393516219
"429","Aincourt","Condécourt",0.365031209553509
"430","Aincourt","Mézières-sur-Seine",0.350928749236067
"431","Aincourt","Guerville",0.337031559386699
"432","Aincourt","Saint-Martin-la-Garenne",0.331749284726364
"433","Aincourt","Oinville-sur-Montcient",0.329181175476929
"434","Aincourt","Mézy-sur-Seine",0.297352190888862
"435","Aincourt","Us",0.261789673582658
"436","Aincourt","Montreuil-sur-Epte",0.243449974282709
"437","Aincourt","Saint-Gervais",0.227714985551932
"438","Aincourt","Brignancourt",0.21976610789414
"439","Aincourt","Nucourt",0.191382096365724
"440","Aincourt","Santeuil",0.186280025108788
"441","Aincourt","Buhy",0.168110854493912
"442","Aincourt","Flins-sur-Seine",0.163167445446057
"443","Aincourt","Épône",0.140493598155585
"444","Aincourt","Chars",0.139814937588693
"445","Aincourt","La Falaise",0.121391367053278
"446","Aincourt","Sagy",0.106624786421052
"447","Aincourt","Bouafle",0.103601086243931
"448","Aincourt","Breuil-Bois-Robert",0.101171083424379
"449","Aincourt","Vert",0.0972834864681237
"450","Aincourt","Ableiges",0.0859246101026921
"451","Alfortville","Alfortville",1
"452","Alfortville","Vitry-sur-Seine",0.995696491445109
"453","Alfortville","Saint-Maurice",0.984101435424454
"454","Alfortville","Créteil",0.97775746184517
"455","Alfortville","Ivry-sur-Seine",0.897465639962614
"456","Alfortville","Fontenay-sous-Bois",0.857291509507451
"457","Alfortville","Choisy-le-Roi",0.855737586979137
"458","Alfortville","Champigny-sur-Marne",0.843923774069034
"459","Alfortville","Saint-Maur-des-Fossés",0.806214861724804
"460","Alfortville","Maisons-Alfort",0.804463115985422
"461","Alfortville","L'Haÿ-les-Roses",0.758834567901234
"462","Alfortville","Joinville-le-Pont",0.728184113316116
"463","Alfortville","Villejuif",0.673639539305709
"464","Alfortville","Bagnolet",0.658623054293018
"465","Alfortville","Le Kremlin-Bicêtre",0.647715305235764
