"","ID_BDCARTO","NOM_COMM","INSEE_COMM","X_COMMUNE","Y_COMMUNE","12","2","21","23","3","20","18","24","7","11","6","25","29","4","10","35","41","1","16","5","40","9","8","27","15"
"81","SURFCOMM0000000013681403","Saint-Vrain","91579",6509,68270,0.4906,0.1338,0.0274,0.2513,0,0,0,0,0,0.0969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","SURFCOMM0000000013681404","Itteville","91315",6514,68240,0.3775,0.2498,0,0.2555,0.0187,0,0,0,0,0.0212,0,0,8e-04,0,0,0.0358,0.0407,0,0,0,0,0,0,0,0
"83","SURFCOMM0000000013681405","Baulne","91047",6527,68215,0.555,0.1186,0,0.28,0,0,0,0,0.022,0,0,0,0,0,0,0,0.0244,0,0,0,0,0,0,0,0
"84","SURFCOMM0000000013681406","Auvernaux","91037",6626,68255,0.8302,0.0417,0,0.1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","SURFCOMM0000000013681407","Chevannes","91159",6589,68258,0.7211,0.0515,0,0.0612,0,0,0,0,0,0.1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","SURFCOMM0000000013681408","Champcueil","91135",6591,68240,0.4927,0.063,0,0.4273,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","SURFCOMM0000000013681409","Mondeville","91412",6568,68214,0.6676,0.0571,0,0.2753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","SURFCOMM0000000013681410","Nainville-les-Roches","91441",6627,68230,0.469,0.0821,0,0.4489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","SURFCOMM0000000013681411","Saint-Cyr-sous-Dourdan","91546",6289,68302,0.3911,0.0778,0,0.4394,0,0.0305,0.0611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","SURFCOMM0000000013681412","Saint-Maurice-Montcouronne","91568",6355,68317,0.3063,0.1236,0.0766,0.3348,0,0,0.1466,0,0.0011,0.0109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","SURFCOMM0000000013681413","Angervilliers","91017",6311,68329,0.2066,0.0818,0,0.5536,0,0,0.0519,0.0586,0.0133,0,0,0,0,0.0343,0,0,0,0,0,0,0,0,0,0,0
"92","SURFCOMM0000000013681414","Saint-Chéron","91540",6354,68285,0.2803,0.186,0.0164,0.481,0,0,0.0199,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93","SURFCOMM0000000013681415","Le Val-Saint-Germain","91630",6309,68298,0.2512,0.0782,0.0229,0.5237,0,0,0.075,0.019,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","SURFCOMM0000000013681416","Égly","91207",6428,68314,0.3827,0.4519,0,0.121,0.0247,0,0,0,0,0,0,0,0,0,0,0,0.0198,0,0,0,0,0,0,0,0
"95","SURFCOMM0000000013681417","Bruyères-le-Châtel","91115",6404,68328,0.1546,0.0892,0,0.5469,0.0485,0.0254,0,0.1023,0,0,0,0,0,0,0,0,0.0331,0,0,0,0,0,0,0,0
"96","SURFCOMM0000000013681418","Courson-Monteloup","91186",6369,68328,0.4495,0.0559,0,0.1676,0,0,0.0638,0,0,0.2633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","SURFCOMM0000000013681419","Breuillet","91105",6389,68299,0.1672,0.4142,0.0311,0.2885,0,0.0503,0.0237,0.0251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98","SURFCOMM0000000013681420","Saint-Yon","91581",6399,68295,0.5148,0.1118,0,0.3059,0,0,0,0.0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","SURFCOMM0000000013681421","Boissy-sous-Saint-Yon","91085",6417,68287,0.4505,0.2141,0,0.2649,0.0198,0,0,0.0087,0.0421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","SURFCOMM0000000013681422","Breux-Jouy","91106",6377,68291,0.4042,0.0926,0.1537,0.3032,0,0,0,0.0463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","SURFCOMM0000000013681423","Saint-Germain-lès-Arpajon","91552",6451,68331,0.1215,0.5095,0.0521,0.0268,0.1625,0,0,0,0,0,0,0,0,0.0347,0.0931,0,0,0,0,0,0,0,0,0,0
"102","SURFCOMM0000000013681424","La Norville","91457",6454,68319,0.5281,0.342,0,0,0.0346,0,0,0,0,0,0,0,0,0.0173,0.0779,0,0,0,0,0,0,0,0,0,0
"103","SURFCOMM0000000013681425","Guibeville","91292",6462,68304,0.8333,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","SURFCOMM0000000013681426","Arpajon","91021",6445,68325,0.0042,0.6833,0,0.0125,0.1125,0.0792,0,0,0,0,0,0,0,0,0,0,0,0.1083,0,0,0,0,0,0,0
"105","SURFCOMM0000000013681427","Marolles-en-Hurepoix","91376",6482,68294,0.4823,0.2627,0,0.1429,0.1075,0,0,0,0,0,0,0,0,0.0046,0,0,0,0,0,0,0,0,0,0,0
"106","SURFCOMM0000000013681428","Cheptainville","91156",6460,68280,0.5048,0.1103,0,0.3434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414,0,0,0,0,0,0
"107","SURFCOMM0000000013681429","Avrainville","91041",6445,68294,0.7546,0.0786,0,0.1109,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","SURFCOMM0000000013681430","Vert-le-Grand","91648",6526,68304,0.7025,0.066,0,0.0642,0.0315,0,0,0,0.0679,0,0.0457,0,0.0222,0,0,0,0,0,0,0,0,0,0,0,0
"109","SURFCOMM0000000013681431","Vert-le-Petit","91649",6533,68282,0.549,0.164,0,0.0717,0.0425,0,0,0,0,0,0,0,0,0,0,0.0776,0.0952,0,0,0,0,0,0,0,0
"110","SURFCOMM0000000013681432","Leudeville","91332",6503,68297,0.8171,0.0908,0,0,0,0,0,0,0,0,0.0921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","SURFCOMM0000000013681433","Villabé","91659",6599,68322,0.0888,0.2452,0.0592,0,0.2918,0.1543,0,0,0,0,0,0,0,0,0,0.1607,0,0,0,0,0,0,0,0,0
"112","SURFCOMM0000000013681434","Ormoy","91468",6592,68308,0.1489,0.3936,0,0,0.1862,0,0,0,0,0,0,0,0,0,0,0.2713,0,0,0,0,0,0,0,0,0
"113","SURFCOMM0000000013681435","Corbeil-Essonnes","91174",6613,68346,0.0099,0.598,0,0,0.29,0,0,0,0,0,0,0,0,0,0.0524,0,0,0,0,0.0018,0.0479,0,0,0,0
"114","SURFCOMM0000000013681436","Lisses","91340",6577,68332,0.3031,0.1692,0,0.1004,0.2983,0.0449,0,0,0,0,0,0,0,0,0.0306,0.0535,0,0,0,0,0,0,0,0,0
"115","SURFCOMM0000000013681437","Écharcon","91204",6565,68304,0.639,0.0582,0,0.0815,0.0466,0,0,0,0,0,0,0,0,0,0,0.1557,0.0189,0,0,0,0,0,0,0,0
"116","SURFCOMM0000000013681438","Mennecy","91386",6584,68296,0.3029,0.4147,0,0.0894,0.0697,0,0,0,0,0.0152,0,0,0,0,0,0.0929,0.0152,0,0,0,0,0,0,0,0
"117","SURFCOMM0000000013681439","Fontenay-le-Vicomte","91244",6556,68276,0.5887,0.0592,0,0.1169,0.0462,0,0,0,0,0,0,0,0,0,0,0.1486,0.0404,0,0,0,0,0,0,0,0
"118","SURFCOMM0000000013681440","Saintry-sur-Seine","91577",6629,68324,0.0091,0.703,0,0.1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0
"119","SURFCOMM0000000013681441","Morsang-sur-Seine","91435",6626,68302,0.0582,0.1051,0.0761,0.5973,0.0515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1119,0,0,0,0
"120","SURFCOMM0000000013681442","Le Coudray-Montceaux","91179",6621,68296,0.5391,0.1383,0,0.1574,0.0922,0,0,0,0,0.0443,0,0,0,0,0,0,0,0,0,0,0.0287,0,0,0,0
"121","SURFCOMM0000000013681443","Pecqueuse","91482",6299,68389,0.8725,0.0403,0,0.0349,0,0.0523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","SURFCOMM0000000013681444","Limours","91338",6319,68388,0.5581,0.1868,0,0.2065,0,0.0155,0,0,0,0.0331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123","SURFCOMM0000000013681445","Vaugrigneuse","91634",6353,68339,0.6171,0.1325,0,0.1793,0,0,0,0,0,0.0372,0,0,0,0.0339,0,0,0,0,0,0,0,0,0,0,0
"124","SURFCOMM0000000013681446","Forges-les-Bains","91249",6336,68368,0.3779,0.1134,0.0162,0.3779,0,0.031,0.031,0.0074,0.0182,0.0067,0,0,0,0.0202,0,0,0,0,0,0,0,0,0,0,0
"125","SURFCOMM0000000013681447","Marcoussis","91363",6432,68382,0.3714,0.1543,0,0.3074,0.0472,0.0215,0,0,0,0,0,0,0.0365,0.0407,0.0209,0,0,0,0,0,0,0,0,0,0
"126","SURFCOMM0000000013681448","Janvry","91319",6376,68389,0.6431,0.0323,0,0.1617,0,0.0084,0,0,0,0.1078,0,0,0,0.0467,0,0,0,0,0,0,0,0,0,0,0
"127","SURFCOMM0000000013681449","Briis-sous-Forges","91111",6354,68364,0.5969,0.1284,0,0.1768,0.0171,0.0171,0,0,0,0,0,0,0,0.0637,0,0,0,0,0,0,0,0,0,0,0
"128","SURFCOMM0000000013681450","Fontenay-lès-Briis","91243",6378,68358,0.4924,0.0846,0,0.3303,0.0071,0.0815,0,0.0031,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129","SURFCOMM0000000013681451","Longpont-sur-Orge","91347",6478,68383,0.225,0.5303,0.0489,0,0.0333,0,0,0,0,0.047,0,0,0,0,0.1155,0,0,0,0,0,0,0,0,0,0
"130","SURFCOMM0000000013681452","Montlhéry","91425",6464,68379,0.0721,0.7177,0,0.006,0.1261,0,0,0,0,0,0,0,0,0,0,0,0,0.0781,0,0,0,0,0,0,0
"131","SURFCOMM0000000013681453","Linas","91339",6460,68373,0.211,0.3853,0,0.2818,0.0105,0,0,0,0,0.1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132","SURFCOMM0000000013681454","Brétigny-sur-Orge","91103",6490,68346,0.2794,0.4188,0,0.017,0.1244,0,0,0,0,0.0197,0.036,0,0,0.0374,0.0421,0,0,0,0,0,0,0.0252,0,0,0
"133","SURFCOMM0000000013681455","Ollainville","91461",6424,68324,0.3172,0.1524,0,0.3383,0.1022,0.0626,0,0,0,0.0264,0,0,0,0,0,0,9e-04,0,0,0,0,0,0,0,0
"134","SURFCOMM0000000013681456","Leuville-sur-Orge","91333",6458,68354,0.1496,0.6181,0.0787,0,0,0,0,0,0,0,0,0,0,0,0.1535,0,0,0,0,0,0,0,0,0,0
